Mass [GeV],error_label,error_minus,error_plus,error_symerror,observable,qualifiers,source_yaml,value
560,1 sigma,-0.267272,0.381211,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.945144
580,1 sigma,-0.245614,0.351234,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.86762
600,1 sigma,-0.227459,0.325025,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.801496
620,1 sigma,-0.211043,0.302559,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.743571
640,1 sigma,-0.197197,0.282818,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.692634
660,1 sigma,-0.184485,0.265172,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.647497
680,1 sigma,-0.173247,0.249443,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.607115
700,1 sigma,-0.16311,0.235067,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.570755
720,1 sigma,-0.15392,0.222167,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.537823
740,1 sigma,-0.145564,0.210412,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.507866
760,1 sigma,-0.137918,0.199673,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.48048
780,1 sigma,-0.130887,0.189821,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.455352
800,1 sigma,-0.124438,0.180735,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.432235
820,1 sigma,-0.118465,0.172354,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.410884
840,1 sigma,-0.113153,0.164375,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.391335
860,1 sigma,-0.108041,0.157152,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.37301
880,1 sigma,-0.103291,0.150431,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.355971
900,1 sigma,-0.0989134,0.144165,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.340081
920,1 sigma,-0.0946246,0.138282,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.325091
940,1 sigma,-0.0907325,0.132794,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.311195
960,1 sigma,-0.0871201,0.127649,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.298178
980,1 sigma,-0.0836849,0.122843,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.285939
1000,1 sigma,-0.0783441,0.113172,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.274189
1020,1 sigma,-0.075334,0.108895,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.26405
1040,1 sigma,-0.0724482,0.104795,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.254312
1060,1 sigma,-0.0696836,0.100869,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.244966
1080,1 sigma,-0.0670369,0.0971124,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.236002
1100,1 sigma,-0.0645049,0.0935195,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.227411
1120,1 sigma,-0.0620844,0.0900862,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.219181
1140,1 sigma,-0.0597722,0.0868078,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.211304
1160,1 sigma,-0.057565,0.0836798,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.20377
1180,1 sigma,-0.0554596,0.0806974,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.196568
1200,1 sigma,-0.0534529,0.0778561,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.189688
1220,1 sigma,-0.0515416,0.0751512,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.183121
1240,1 sigma,-0.0497224,0.0725781,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.176858
1260,1 sigma,-0.0479922,0.0701322,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.170887
1280,1 sigma,-0.0463478,0.0678089,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.165199
1300,1 sigma,-0.0447859,0.0656036,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.159784
1320,1 sigma,-0.0433033,0.0635115,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.154632
1340,1 sigma,-0.0418968,0.0615282,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.149734
1360,1 sigma,-0.0405631,0.0596489,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.145078
1380,1 sigma,-0.0392991,0.057869,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.140657
1400,1 sigma,-0.0381016,0.056184,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.136459
1420,1 sigma,-0.0369672,0.0545892,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.132475
1440,1 sigma,-0.0358929,0.05308,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.128694
1460,1 sigma,-0.0348753,0.0516517,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.125107
1480,1 sigma,-0.0339113,0.0502997,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.121704
1500,1 sigma,-0.033055,0.0491646,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.118455
1520,1 sigma,-0.0322515,0.0480973,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.115352
1540,1 sigma,-0.0314485,0.0468021,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.112416
1560,1 sigma,-0.030587,0.0456268,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.109553
1580,1 sigma,-0.0297542,0.0444865,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.106879
1600,1 sigma,-0.0288717,0.0434443,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.104189
1620,1 sigma,-0.0281961,0.0423368,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.101718
1640,1 sigma,-0.027507,0.0412668,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.099304
1660,1 sigma,-0.0268396,0.040322,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0969388
1680,1 sigma,-0.0261946,0.0393649,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0946891
1700,1 sigma,-0.0255447,0.0384358,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0925153
1720,1 sigma,-0.0249577,0.0375283,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0904253
1740,1 sigma,-0.0243136,0.0366137,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0884207
1760,1 sigma,-0.0237759,0.0358307,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0864698
1780,1 sigma,-0.0230822,0.0351241,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.084536
1800,1 sigma,-0.0224936,0.0343546,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.082702
1820,1 sigma,-0.0219312,0.0336413,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0809248
1840,1 sigma,-0.0214639,0.0328986,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.079251
1860,1 sigma,-0.0209368,0.0322535,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0775939
1880,1 sigma,-0.0204809,0.0315793,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0760114
1900,1 sigma,-0.0200194,0.0309594,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0744528
1920,1 sigma,-0.0195186,0.0303327,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0729498
1940,1 sigma,-0.019093,0.0297614,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0714855
1960,1 sigma,-0.0186491,0.0291585,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0700954
1980,1 sigma,-0.0182392,0.0285943,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0687585
2000,1 sigma,-0.0178905,0.0280758,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0674483
2020,1 sigma,-0.0174322,0.027596,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.066171
2040,1 sigma,-0.0170127,0.0271251,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0649157
2060,1 sigma,-0.0166854,0.026579,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0637639
2080,1 sigma,-0.0163002,0.0261719,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.062586
2100,1 sigma,-0.0159366,0.0257211,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0614575
2120,1 sigma,-0.0155681,0.0252962,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0603703
2140,1 sigma,-0.0152261,0.0248839,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0593119
2160,1 sigma,-0.0149163,0.0243952,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0583423
2180,1 sigma,-0.0145521,0.0240118,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0573545
2200,1 sigma,-0.0142877,0.0235823,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0564298
2220,1 sigma,-0.014015,0.0231822,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.055524
2240,1 sigma,-0.0136955,0.0227655,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0546204
2260,1 sigma,-0.0133795,0.0223929,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0537575
2280,1 sigma,-0.0130651,0.0220656,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0529194
2300,1 sigma,-0.0127524,0.0217472,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0520946
2320,1 sigma,-0.0124164,0.02142,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0513069
2340,1 sigma,-0.0121237,0.0210729,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0505404
2360,1 sigma,-0.0118401,0.0207508,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0498079
2380,1 sigma,-0.0115707,0.0204448,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0490978
2400,1 sigma,-0.0112893,0.0201328,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0484131
2420,1 sigma,-0.011039,0.019807,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0477536
2440,1 sigma,-0.0107264,0.0195368,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0470863
2460,1 sigma,-0.010428,0.0192842,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0464365
2480,1 sigma,-0.0101493,0.0190208,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0458133
2500,1 sigma,-0.00986738,0.0187462,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0452155
2520,1 sigma,-0.0095863,0.0184774,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0446368
2540,1 sigma,-0.00930588,0.0182141,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0440764
2560,1 sigma,-0.00902587,0.0179559,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0435336
2580,1 sigma,-0.00874603,0.0177027,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0430078
2600,1 sigma,-0.00846612,0.0174542,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0424984
2620,1 sigma,-0.00818591,0.01721,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0420047
2640,1 sigma,-0.00790516,0.0169699,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.041526
2660,1 sigma,-0.00762363,0.0167336,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0410617
2680,1 sigma,-0.00734107,0.0165009,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0406111
2700,1 sigma,-0.00705725,0.0162714,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0401736
2720,1 sigma,-0.00677194,0.0160449,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0397485
2740,1 sigma,-0.00648488,0.0158211,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0393351
2760,1 sigma,-0.00619585,0.0155997,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0389328
2780,1 sigma,-0.0059046,0.0153804,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0385409
2800,1 sigma,-0.0056109,0.015163,,Cross section upper limit at 95% CL [fb],Limit=Expected; SQRT(S)=13000 GeV; LUMINOSITY=139.0 fb$^{-1}$,Limit1D_LW002_Scalar.yaml,0.0381587
